geo,name,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
afg,Afghanistan,480.75476,480.75476,480.75476,480.75476,480.75476,480.75476,480.75476,480.75476,480.75476,480.75476,480.75476,480.75476,480.75476,480.75476,480.75476,480.75476,480.75476,480.75476,480.75476,480.75476,480.75476,480.75476,481.84405,482.93582,484.03006,485.12678,486.22598,487.32768,488.43187,489.53856,490.64776,491.75947,492.8737,493.99046,495.10975,496.23157,497.35594,498.48285,499.61231,500.74434,501.87893,503.01609,504.15583,505.29815,506.44306,507.59056,508.74066,509.89337,511.04869,512.20663,513.36719,514.53038,515.6962,516.86467,518.03579,519.20956,520.38599,521.56508,522.74685,523.93129,525.11842,526.30823,527.50075,528.69596,529.89388,531.09452,532.29788,533.50396,534.71278,535.92434,537.13864,538.35569,539.5755,540.79807,542.02342,543.25154,544.48244,545.71613,546.95262,548.19191,549.43401,549.43401,556.37631,563.40633,570.52518,577.73398,585.03387,592.42599,599.91151,607.49162,615.1675,622.94037,630.81146,638.782,646.85325,655.02648,663.30298,671.68406,680.17104,688.76526,697.46807,706.28083,715.20496,724.24184,733.39291,742.6596,752.04338,761.54573,771.16814,780.91214,790.77926,800.77105,810.88909,821.13498,831.51033,842.01677,852.65597,863.42959,874.33935,885.38695,896.57415,907.9027,919.37439,930.99103,942.75445,954.6665,966.72907,978.94405,991.31338,1003.83899,1016.52287,1029.36702,1042.37345,1055.54423,1068.88143,1082.38714,1096.06351,1109.91268,1123.93684,1138.13821,1152.51901,1179.1682,1206.43359,1234.32942,1262.87028,1292.07108,1321.94707,1352.51387,1383.78746,1415.78417,1448.52073,1499.9625,1540.10724,1622.80135,1646.21894,1664.60369,1725.03627,1708.80701,1788.50931,1819.5612,1865.13027,1860.28661,1869.50128,1883.0595,1892.30074,1910.41709,1903.26895,1930.53872,1970.38865,1972.27563,1983.34576,1948.74758,1602.83909,1625.87135,1688.20483,1763.14666,1832.82501,1712.7114,1811.72233,1750.08064,1761.29126,1997.82566,2240.83485,2401.31035,2408.16739,2373.05292,2471.17595,2249.69224,2066.5259,1894.49555,1845.13844,1705.50558,1650.7992,1142.2317,854.56422,1276.96565,1222.92923,1175.8739,1133.95471,1091.04116,1066.23285,978.75105,1232.33488,1255.67947,1235.33094,1333.42339,1358.11765,1525.2672,1556.25429,1824.02338,2027.15667,1962.05729,2123.87098,2166.40197,2145.50045,2109.74748,2102.45192,2097.12023,2061.70875,2080.94106,1969.30552,1517.01627,1386.75536,1359.02025,1331.83985,1331.83985,1345.15825,1358.60983,1385.78202,1420.42658,1415.5754,1441.05575,1466.99476,1493.40066,1520.28187,1547.64695,1575.50459,1603.86368,1632.73322,1662.12242,1692.04062,1722.49735,1753.50231,1785.06535,1817.19653,1849.90606,1883.20437,1917.10205,1951.60989,1986.21369,2021.71422,2058.13745,2095.51013,2133.85979,2173.21476,2213.60423,2255.05821,2297.60759,2341.28417,2386.12064,2432.15065,2479.4088,2527.93066,2577.75283,2628.9129,2681.44953,2735.40245,2790.81247,2847.72151,2906.17265,2966.21008,3027.87921,3091.22662,3156.30011,3223.14871,3291.8227,3362.37365,3434.85441,3509.3191,3585.8232,3664.4235,3745.17813,3828.14658,3913.38971,4000.96973,4090.95023,4183.3962,4278.37399,4375.95133,4476.19735,4579.18251,4684.97868,4793.65905,4905.29816,5019.97187,5137.75735,5258.73302,5382.97857,5510.5749,5641.60409,5776.14935
ago,Angola,373.05144,374.25872,376.06965,377.88058,379.08787,380.8988,382.70973,384.52066,386.33159,387.53887,389.3498,391.16073,392.97166,394.78259,396.59352,398.40445,399.61173,401.42266,403.23359,405.04452,406.85545,408.66638,410.47731,412.28824,414.09917,415.9101,417.72103,419.53196,421.34289,423.15381,424.96474,427.37932,429.19025,431.00117,432.8121,434.62303,436.43396,438.24489,440.65946,442.47039,444.28132,446.09225,448.50682,450.31775,452.12868,453.93961,456.35418,458.16511,459.97604,462.39062,464.20155,466.61612,468.42705,470.23798,472.65255,474.46348,476.87805,478.68898,481.10355,482.91448,485.32905,487.13998,489.55456,491.36548,493.78006,496.19463,498.00556,500.42013,502.23106,504.64563,507.06021,509.47478,511.28571,513.70028,516.11485,517.92578,520.34035,522.75493,525.1695,527.58407,529.99864,531.80957,534.22415,536.63872,539.05329,541.46786,543.88243,546.29701,548.71158,551.12615,553.54072,555.9553,558.36987,560.78444,563.19901,565.61359,568.02816,571.04637,573.46095,575.87552,578.29009,580.70466,583.72288,586.13745,588.55202,590.9666,593.98481,596.39938,598.81396,601.83217,604.24674,607.26496,609.67953,612.09411,630.80704,649.51998,668.83656,688.75678,708.677,729.80451,751.53566,775.68139,800.43075,825.78376,852.34406,879.508,907.27558,936.25045,965.82896,996.61476,1028.60784,1061.20457,1094.40494,1129.41624,1165.03119,1202.45706,1240.48657,1279.72338,1320.16746,1362.42248,1405.28114,1472.17282,1542.02937,1615.57686,1692.29954,1772.29715,1856.33332,1944.54347,2037.06667,2133.35355,2234.92458,2320.59571,2411.11559,2503.86503,2436.01781,2631.53199,2582.80101,2828.44043,2977.14854,2984.57166,3098.58478,3505.26523,3403.83143,3572.93119,3969.02298,4259.22105,4497.88621,4751.49621,4670.10817,4795.06001,5090.75055,5178.28627,5160.26603,5464.73488,5399.62888,4155.34192,3831.18748,3836.63703,3772.01604,3780.28979,3837.39551,3689.76657,3602.91984,3618.0942,3738.15114,3599.29971,3532.10331,3758.13847,4071.76667,4077.40011,3999.67128,4046.64823,3811.34619,2892.51756,2922.01315,3341.2075,3765.77546,4003.84504,4149.64608,4193.09969,4267.20548,4382.47054,4896.6003,4953.41151,5370.37885,6038.69184,6586.35518,7307.45511,7861.95632,7652.62494,7689.82074,7663.28605,8011.05009,8099.67883,8183.16458,7966.88556,7487.9251,7216.06137,6878.59003,6602.26921,6029.69189,5911.83566,5906.11568,5778.83431,5754.0385,5761.20203,5783.27387,5842.12281,5928.30421,6049.69135,5932.48079,6074.23581,6219.77665,6369.19236,6522.57295,6680.0094,6841.59351,7007.41786,7177.57575,7352.16105,7531.2682,7714.99202,7903.42767,8096.67051,8294.81599,8497.95953,8706.19641,8919.6216,9138.32963,9362.41448,9591.96938,9827.08667,10067.85766,10314.37244,10566.71968,10824.98652,11089.25832,11359.61852,11636.1484,11918.92695,12208.03061,12503.53312,12805.50526,13114.01471,13429.12579,13750.8993,14079.39226,14414.65776,14756.7447,15105.69766,15461.5566,15824.35676,16194.1284,16570.89666,16954.68132,17345.4967,17743.3514,18148.24821,18560.18393,18979.14922,19405.12847,19838.09967,20278.03432,20724.89728,21178.64674,21639.2341,22106.60393,22580.69389,23061.43475,23548.75032,24042.55745,24542.76609,25049.27925,25561.99308,26080.79692,26605.57338,27136.19842,27672.54146,28214.4655,28761.82726,29314.47731
alb,Albania,469.30821,470.65412,472.00389,473.35753,474.71505,476.07647,477.44178,478.81102,480.18418,481.56128,482.94233,484.32733,485.71632,487.10928,488.50624,489.9072,491.31219,492.7212,494.13425,495.55136,496.97253,498.39777,499.82711,501.26054,502.69808,504.13975,505.58555,507.03549,508.4896,509.94787,511.41033,512.87698,514.34784,515.82291,517.30222,518.78577,520.27357,521.76564,523.26199,524.76263,526.26757,527.77683,529.29042,530.80834,532.33063,533.85727,535.3883,536.92372,538.46353,540.00777,541.55643,543.10954,544.6671,546.22913,547.79563,549.36663,550.94214,552.52216,554.10671,555.69581,557.28946,558.88769,560.4905,562.09791,563.70992,565.32656,566.94783,568.57376,570.20435,571.83961,573.47956,575.12422,576.77359,578.4277,580.08654,581.75015,583.41852,585.09168,586.76964,588.45241,590.14001,591.83245,593.52974,595.23189,596.93893,598.65087,600.36771,602.08948,603.81618,605.54784,607.28447,609.02607,610.77267,612.52428,614.28091,616.04258,617.8093,619.58108,621.35795,623.13992,624.92699,626.71919,628.51653,630.31903,632.12669,633.93954,635.75759,637.58085,639.40934,641.24307,643.08206,644.92633,646.77589,648.63075,667.93305,687.80976,708.27797,729.35529,751.05983,773.41027,796.42583,820.1263,844.53206,869.66409,895.54402,922.1941,949.63725,977.89707,1006.99785,1036.96463,1067.82318,1099.60004,1132.32253,1166.01879,1200.7178,1236.4494,1273.24433,1311.13422,1350.15165,1390.33019,1431.70438,1478.51256,1526.8511,1576.77001,1628.32098,1681.55735,1736.53423,1793.30853,1851.93901,1912.48636,1975.01325,1967.65164,1974.44518,2062.03231,2126.27891,2248.21528,2278.58405,2430.44998,2547.01823,2659.39825,2802.69109,2833.76878,2935.68146,3044.26268,3157.11586,3281.64945,3414.26291,3555.02237,3692.83773,3828.92362,3981.96247,4109.94618,4237.39005,4391.2791,4442.8963,4498.06073,4558.41493,4617.27755,4690.08609,4761.10738,4818.87106,4945.84575,4995.93924,4992.61061,5014.83826,4925.41845,5063.91376,4994.20132,4904.64972,5159.30101,4748.92655,3460.93109,3261.80467,3596.85845,3914.78561,4411.38529,4832.75793,4330.49088,4750.61959,5409.67379,5835.35822,6389.81437,6714.9047,7125.45369,7560.00727,8026.3556,8559.39663,9143.79977,9907.61612,10311.40366,10749.46643,11052.77793,11227.95041,11361.25249,11586.81745,11878.4376,12291.84206,12770.99186,13317.11926,13653.18221,13278.36977,14595.94439,15491.99186,16209.87686,16760.57018,17385.40032,18056.17879,18721.27256,19379.14498,20031.64437,19367.46911,19801.39834,20242.40688,20690.46382,21145.53152,21607.56553,22076.5145,22552.32013,23034.91715,23524.23323,24020.18904,24522.69817,25031.66722,25546.99578,26068.57649,26596.29512,27130.03064,27669.6553,28215.03475,28766.02821,29322.48854,29884.26244,30451.19064,31023.10804,31599.84395,32181.22229,32767.06183,33357.1764,33951.37518,34549.46294,35151.24031,35756.50408,36365.04745,36976.66039,37591.12988,38208.24026,38827.77351,39449.50959,40073.22678,40698.70193,41325.71087,41954.02865,42583.42991,43213.68921,43844.58127,44475.88138,45107.36564,45738.81127,46369.99692,47000.70295,47630.71173,48259.80787,48887.77851,49514.41359,50139.50606,50762.85213,51384.25149,52003.50751,52620.42748,53234.82275,53846.50893,54455.30605,55061.03873,55663.53627,56262.63285,56858.16757,57449.98463,58037.93335,58621.86829,59201.64931,59777.14164
and,Andorra,1370.15106,1372.44036,1374.72967,1378.16364,1380.45294,1382.74225,1385.03156,1387.32087,1390.75483,1393.04414,1395.33345,1397.62276,1401.05672,1403.34603,1405.63534,1407.92464,1411.35861,1413.64792,1415.93722,1418.22653,1421.66049,1437.68565,1454.85547,1472.02528,1490.33974,1507.50956,1525.82402,1544.13849,1562.45296,1580.76743,1599.08189,1618.54101,1638.00014,1657.45926,1676.91838,1696.3775,1716.98127,1737.58505,1758.18882,1778.7926,1800.54103,1821.1448,1842.89323,1864.64166,1887.53475,1909.28318,1932.17626,1955.06934,1977.96243,2002.00016,2026.0379,2050.07564,2074.11338,2099.29577,2123.33351,2148.5159,2174.84295,2200.02534,2226.35239,2252.67943,2280.15113,2306.47818,2333.94988,2362.56623,2390.03793,2418.65429,2447.27064,2477.03165,2505.64801,2535.40901,2566.31468,2596.07568,2626.98135,2657.88701,2689.93733,2721.98765,2754.03796,2787.23293,2820.42791,2853.62288,2887.9625,2922.30213,2956.64175,2992.12603,3027.61031,3063.09459,3099.72353,3136.35246,3174.12605,3211.89964,3249.67322,3288.59147,3327.50971,3367.5726,3407.6355,3447.6984,3488.90595,3530.1135,3572.4657,3614.81791,3657.17011,3700.66697,3745.30848,3788.80534,3834.59151,3880.37768,3926.16385,3973.09467,4020.02549,4068.10096,4116.17644,4165.39657,4214.6167,4264.98148,4335.95004,4409.20791,4482.46578,4558.01295,4634.70478,4712.54127,4791.52241,4873.93751,4958.64192,5044.49098,5131.4847,5219.62307,5310.05075,5401.62309,5494.34008,5589.34637,5685.49732,5782.79293,5882.37784,5984.25206,6087.27094,6192.57913,6299.03197,6406.62946,6516.51626,6628.69237,6743.15779,6888.60911,7037.50772,7189.89091,7344.63158,7502.92219,7664.80087,7830.30609,7999.47659,8172.35146,8348.97008,9064.85921,9843.49547,10688.08012,11605.5124,12601.5827,13683.40117,14856.96074,16132.0623,17516.18108,19019.40823,20650.74462,22423.11281,24345.85165,26434.79879,28702.22335,31164.43404,33836.71679,36738.47998,39889.44671,43309.65812,43257.13292,44677.72603,46091.36817,46785.44304,45427.31734,45556.71056,45651.42287,45191.26337,44025.26965,43650.33485,42117.00151,41080.48139,40205.21299,39342.33448,38727.24353,38519.76567,39209.55326,39780.54648,40283.55047,40413.30797,40034.94297,39045.70402,37476.54402,37489.10291,37995.20425,39674.20659,43583.74415,45378.29936,47233.4885,47026.09236,47427.60075,47741.8204,51912.97948,54904.469,60390.54225,65151.94232,66513.28866,63702.5839,64456.97248,60467.086,60911.089,57892.718,55672.916,56578.793,56460.538,57455.308,56352.197,56208.168,56330.948,49728.236,52819.99,56415.783,55317.396,55218.64,54957.623,54697.84,54503.9245,54375.10545,54310.84815,51977.65399,52578.08573,53175.74381,53770.45481,54362.04992,54950.36499,55535.24072,56116.52274,56694.06167,57267.71328,57837.33846,58402.80338,58963.97947,59520.74347,60072.97746,60620.56891,61163.41061,61701.40075,62234.44285,62762.44574,63285.32359,63802.99577,64315.38691,64822.42677,65324.05021,65820.19713,66310.81236,66795.84563,67275.25146,67748.98906,68217.02226,68679.31939,69135.85322,69586.60079,70031.54337,70470.66628,70903.95886,71331.41428,71753.02947,72168.80499,72578.74491,72982.85669,73381.15107,73773.64194,74160.34623,74541.28379,74916.47725,75285.95196,75649.73581,76007.85914,76360.35465,76707.25723,77048.60394,77384.43379,77714.78772,78039.70846,78359.24043,78673.42965,78982.32362,79285.97124,79584.42272,79877.72947,80165.94404,80449.12,80727.31187,81000.57506,81268.96576,81532.54087,81791.35793,82045.47508,82294.95092
are,UAE,1142.36487,1145.79884,1150.37745,1154.95607,1159.53469,1162.96865,1167.54727,1172.12588,1176.7045,1181.28312,1185.86173,1189.2957,1193.87431,1198.45293,1203.03155,1207.61016,1212.18878,1216.7674,1221.34601,1225.92463,1230.50325,1235.08186,1239.66048,1244.2391,1248.81771,1253.39633,1257.97495,1262.55356,1268.27683,1272.85545,1277.43407,1282.01268,1286.5913,1292.31457,1296.89319,1301.4718,1306.05042,1311.77369,1316.35231,1320.93093,1325.50954,1331.23281,1335.81143,1341.5347,1346.11332,1350.69194,1356.41521,1360.99382,1366.71709,1371.29571,1377.01898,1381.5976,1387.32087,1391.89949,1397.62276,1402.20137,1407.92464,1412.50326,1418.22653,1423.9498,1428.52842,1434.25169,1439.97496,1444.55358,1450.27685,1456.00012,1461.72339,1466.30201,1472.02528,1477.74855,1483.47182,1505.22025,1526.96868,1548.71711,1571.61019,1594.50328,1618.54101,1641.4341,1665.47184,1689.50957,1714.69196,1739.87436,1765.05675,1790.23914,1816.56619,1842.89323,1870.36493,1897.83663,1925.30833,1952.78003,1981.39639,2010.01274,2039.77375,2069.53476,2099.29577,2130.20143,2161.1071,2193.15741,2225.20773,2257.25805,2290.45302,2323.64799,2357.98762,2392.32724,2426.66687,2462.15115,2497.63543,2534.26436,2572.03795,2608.66688,2647.58512,2685.35871,2724.27695,2764.33985,2630.41531,2503.3587,2383.17001,2267.55994,2157.67313,2273.28321,2394.61655,2522.81782,2656.74236,2638.42789,2620.11342,2601.79896,2544.56625,2489.62285,2435.8241,2258.4027,2094.71715,1942.47815,1801.68568,1671.19511,1549.86176,1525.82402,1502.93094,1480.03786,1457.14477,1434.25169,1412.50326,1420.70917,1429.80781,1437.4191,1445.94148,1487.27123,1529.71056,1573.28808,1618.03314,1663.97582,1711.14694,1758.1311,1804.86719,1854.31093,1905.04727,1957.10895,2008.9198,2063.69897,2363.4767,2706.09805,3097.44064,3533.03659,4029.86181,5349.97327,9298.28815,16155.93104,28071.5711,48773.11441,59932.5844,73641.81308,84894.16713,85963.48789,86134.55842,86371.32517,92799.11532,84992.9455,86190.3712,89667.2394,78291.71086,88474.52365,102507.9884,102150.342,90360.1202,83505.66803,82608.5283,77696.56965,60374.51613,61554.76501,53561.9217,59513.72516,72062.07407,72004.82677,73233.7705,73370.67428,77636.74559,81887.68569,84634.29403,88626.06956,86027.63223,85689.68131,91954.61627,90147.2925,89212.96001,93640.90134,98774.2794,97266.365,94130.60695,81657.88966,71139.96279,59008.92359,56388.81337,59241.41557,59697.36052,62092.83182,64063.78403,67790.60361,70945.24301,70883.28931,71249.92596,71480.55237,67383.97009,69733.79377,74602.89837,76528.32164,78598.89948,81255.00374,84098.42824,86325.97601,87720.19095,88310.13486,88033.00064,88165.56575,88295.38084,88422.49626,88546.96176,88668.82642,88788.13872,88904.94648,89019.29688,89131.23644,89240.81104,89348.06591,89453.04563,89555.7941,89656.3546,89754.76974,89851.08147,89945.33111,90037.55931,90127.8061,90216.11083,90302.51226,90387.04846,90469.75692,90550.67446,90629.83731,90707.28107,90783.04071,90857.15063,90929.6446,91000.5558,91069.91682,91137.75969,91204.11583,91269.0161,91332.49082,91394.56971,91455.28198,91514.65628,91572.72072,91629.50289,91685.02985,91739.32815,91792.42383,91844.34244,91895.10901,91944.74812,91993.28385,92040.73981,92087.13914,92132.50455,92176.85826,92220.22209,92262.61739,92304.0651,92344.58574,92384.19941,92422.9258,92460.7842,92497.79351,92533.97225,92569.33855,92603.91018,92637.70452,92670.73861,92703.02914,92734.59243,92765.44449,92795.60097,92825.07719,92853.88818
arg,Argentina,1698.66681,1704.59031,1710.53446,1716.49934,1722.48503,1728.49159,1734.51909,1740.56761,1746.63722,1752.728,1758.84002,1764.97336,1771.12808,1777.30426,1783.50198,1789.72131,1795.96233,1802.22511,1808.50974,1814.81627,1821.1448,1834.90244,1848.76401,1862.73029,1876.80208,1890.98017,1905.26537,1919.65849,1934.16033,1948.77173,1963.49351,1978.3265,1993.27155,2008.3295,2023.5012,2038.78752,2054.18931,2069.70746,2085.34283,2101.09632,2116.96882,2132.96123,2149.07445,2165.30939,2181.66698,2198.14814,2214.75381,2231.48492,2248.34242,2265.32728,2282.44044,2300.76527,2319.23722,2337.85748,2356.62723,2375.54768,2394.62003,2413.84551,2433.22534,2452.76077,2472.45303,2492.32263,2512.35191,2532.54215,2552.89465,2573.41071,2594.09164,2614.93878,2635.95344,2657.137,2678.49079,2736.79248,2796.3632,2857.23058,2919.42283,2982.9688,2988.69207,3227.92479,2997.8493,3049.35874,2926.88074,2908.56628,3557.5852,3860.91856,3990.26448,4468.72993,4316.49092,4396.61671,4829.296,4908.27713,4408.06326,4156.23934,4865.92493,5046.78029,5686.64198,6162.81812,6542.84331,5150.94382,5426.80548,6194.86844,5245.95012,5255.10735,4957.49726,5458.8558,5821.71117,6347.10744,6419.22065,6311.62316,6672.18923,6748.88106,6973.23328,6834.73012,7123.18298,6927.44711,6024.31496,5919.00678,5639.71116,5090.27715,5925.8747,6033.4722,6336.80555,6333.37159,6634.41564,7111.73643,7399.04463,7150.65468,7286.86852,7583.33396,7829.43461,7967.93776,7443.68615,6772.9188,6426.08858,6606.94394,7015.58548,7206.74273,7138.06348,7526.10125,7429.9503,7568.45345,7592.49119,7883.14686,7876.02723,7717.08536,8481.824,8098.61879,8706.44921,9533.83278,9876.58274,9526.67684,9448.56338,9676.75846,9020.70661,9338.14891,9560.983,10088.51057,10214.85902,10561.48354,11070.58745,10265.97448,11017.09593,11536.45342,11292.77246,10847.22147,11734.27776,12660.51047,12584.11573,12787.15431,13234.66352,14241.89198,14699.62717,15144.47434,15337.80668,15881.65247,16595.32399,16248.02918,16009.83011,16782.17629,15943.06194,16854.54391,16876.78631,15681.65819,14981.30436,15349.64425,15454.40554,14211.58455,15072.94389,15307.34932,14860.83209,13717.0746,13372.71724,14492.90871,15569.35437,16600.8898,17393.65043,16732.77069,17491.64597,18738.3665,19287.32409,18468.76525,18160.23461,17209.0087,15203.11078,16409.00006,17741.56395,19145.69921,20506.46832,22162.75429,22864.20052,21319.01616,23442.21118,24564.78439,24037.79989,24342.04276,23470.94316,23853.44074,23111.58349,23517.80382,22670.7843,21997.56119,19628.36375,21527.19614,22385.94421,21840.56639,21026.56981,21859.97238,22616.3766,23208.06247,23820.9631,24355.85035,24043.57421,24542.74707,25048.1637,25559.71901,26077.30118,26600.79168,27130.06541,27664.99079,28205.42991,28751.23861,29302.26671,29858.35814,30419.3511,30985.07833,31555.36723,32130.04015,32708.91462,33291.80355,33878.51555,34468.85512,35062.62301,35659.61645,36259.62944,36862.45308,37467.87585,38075.68391,38685.66143,39297.59089,39911.25339,40526.42901,41142.89704,41760.43637,42378.82579,42997.84425,43617.27123,44236.88699,44856.4729,45475.81172,46094.68788,46712.88773,47330.19986,47946.41532,48561.32787,49174.73426,49786.43438,50396.23158,51003.93278,51609.34875,52212.29422,52812.58811,53410.05369,54004.51867,54595.81542,55183.78103,55768.25747,56349.09166,56926.13557,57499.2463,58068.28616,58633.1227,59193.62878,59749.68257,60301.16763,60847.97284,61389.99249,61927.12622,62459.27902,62986.3612,63508.28836,64024.98135,64536.36623
arm,Armenia,588.35225,589.84857,591.3967,592.99703,594.64995,596.3559,598.11529,599.92856,601.79619,603.71863,605.69638,608.83572,610.92243,613.06605,615.26714,617.52625,619.84398,622.22091,624.65767,627.15487,629.71317,634.48504,639.30748,644.18134,649.10746,654.0867,659.11994,664.20807,669.352,674.55264,679.81091,686.17079,691.54395,696.97763,702.47283,708.03054,713.6518,719.33765,725.08913,730.90732,736.79332,743.75807,749.7797,755.87251,762.03766,768.27632,774.58971,781.9684,788.43154,794.97312,801.59443,809.27203,816.05328,822.91822,829.86822,837.8656,844.98643,852.19656,859.49747,867.83689,875.32026,882.89893,891.50936,899.27974,907.15019,916.04565,924.11753,932.29451,941.48975,949.87838,959.28056,967.88793,976.60939,986.33761,995.28896,1005.24234,1014.43133,1024.61758,1034.05223,1044.47935,1054.16795,1064.8442,1074.79535,1085.72932,1095.95193,1107.15247,1093.26381,1254.92964,1209.55676,1127.86227,1126.08573,1032.88012,1134.54017,1287.55496,1468.14458,1362.40661,1504.35223,1482.79612,1525.07881,1623.12809,1590.9486,1634.20339,1781.09427,1661.72689,1842.91321,1634.5185,1566.25693,1508.46487,1651.1628,1718.45146,1838.9077,1701.92046,1844.17038,1941.97599,1858.94025,1917.27843,1866.10725,1562.43029,1306.60288,1095.37947,1043.34172,994.75944,1084.50196,1181.00895,1284.36661,1398.68107,1524.09449,1660.75024,1806.75607,1968.36872,2061.52117,2083.21221,2055.2823,2135.38985,2337.55567,2676.04046,2863.383,3107.51232,3104.49001,3236.21963,3106.77302,3020.6351,2937.59637,2855.49809,2807.85829,2760.71191,2714.05458,3021.40717,3418.6493,3739.65562,4056.40612,4010.37241,4203.60327,4317.06632,4454.44584,4753.881,5123.00664,5140.27922,5432.8812,5280.0865,5677.28321,5860.66637,5884.68951,5626.29289,6224.05731,6451.44523,6641.10162,6811.7956,7085.97684,7063.7501,7477.62321,7508.53763,7381.79558,7824.78049,7680.27549,7538.43914,7399.22218,7262.57622,7128.45378,6996.80826,6867.59393,6980.81702,7093.65847,7056.58092,7203.4305,7337.85395,7195.07024,6702.5853,6299.19949,7050.65587,6406.79267,5455.94016,3163.61144,2902.59011,3095.57362,3320.04556,3480.24058,3572.56703,3808.92974,3923.28372,4152.44088,4550.67738,5156.44273,5869.30572,6476.0566,7374.62868,8359.82616,9532.94425,10228.13647,8822.32145,9060.21602,9542.13057,10280.24976,10667.21169,11095.03578,11495.16372,11569.4381,12497.81575,13218.92499,14304.02021,13345.07164,14193.11683,16041.8297,17453.15525,18500.84222,19470.57921,20345.12683,21233.44195,22160.45368,23086.29638,22801.41067,23284.87193,23774.85098,24271.26105,24774.00844,25282.99258,25798.10607,26319.23476,26846.25782,27379.04784,27917.47094,28461.38693,29010.6494,29565.10593,30124.59824,30688.96237,31258.02891,31831.6232,32409.56554,32991.67146,33577.75196,34167.61375,34761.05955,35357.88836,35957.89573,36560.87407,37166.61295,37774.89941,38385.51823,38998.25231,39612.88293,40229.19008,40846.95279,41465.94943,42085.95803,42706.7566,43328.12344,43949.83741,44571.6783,45193.42706,45814.86611,46435.77963,47055.95384,47675.17724,48293.24088,48909.93862,49525.06735,50138.42722,50749.82187,51359.05862,51965.94866,52570.30726,53171.95391,53770.71249,54366.41143,54958.88383,55547.96759,56133.5055,56715.34537,57293.34011,57867.34779,58437.23172,59002.86048,59564.108,60120.85354,60672.98177,61220.38273,61762.95184,62300.58992,62833.20314,63360.70301
